Case Identification,Region,Type of Place of Residence,Source of Drinking Water,Type of Toilet Facility,Has Electricity,Main Floor Material,Main Wall Material,Main Roof Material,Has Bicycle,Has Motorcycle or Scooter,Has Car or Truck,Has Mosquito Bed Net for Sleeping,Owns Land Suitable for Agriculture,Has Bank Account,Wealth Index,State
17001,2,0,15,11,0,3,7,11,0,0,0,1,0,0,1,36
17003,2,0,15,11,0,4,8,11,0,0,0,0,0,0,1,36
17004,2,0,15,11,0,3,7,12,0,0,0,1,1,0,2,36
17006,2,0,15,11,0,4,7,11,0,0,0,1,1,0,2,36
17007,2,0,15,11,0,4,7,11,0,0,0,0,1,0,2,36
17008,2,0,13,11,0,4,7,6,0,0,0,1,1,0,1,36
17010,2,0,13,11,0,4,7,6,0,0,0,1,1,0,2,36
17011,2,0,13,11,0,4,7,6,0,0,0,1,1,0,2,36
17013,2,0,13,11,0,4,7,6,0,0,0,1,1,0,2,36
17014,2,0,13,11,0,4,7,6,0,0,0,1,1,0,2,36
17016,2,0,13,11,0,4,7,6,0,1,0,1,1,0,2,36
17017,2,0,13,11,0,4,7,6,0,0,0,1,1,0,2,36
17019,2,0,13,11,0,4,7,6,0,0,0,1,1,0,2,36
17020,2,0,15,11,0,4,7,12,0,0,0,1,1,0,2,36
17021,2,0,15,11,0,4,7,12,0,0,0,1,1,0,2,36
17023,2,0,15,11,0,4,7,12,0,0,0,1,1,0,2,36
17024,2,0,15,11,0,4,7,12,0,0,0,1,1,0,2,36
17026,2,0,15,11,0,4,7,12,0,0,0,1,1,0,2,36
17027,2,0,15,11,0,4,7,12,0,0,0,1,1,0,2,36
17029,2,0,15,11,0,4,7,12,0,0,0,1,1,0,2,36
17030,2,0,14,11,0,4,7,12,0,0,0,1,1,0,2,36
17032,2,0,15,10,0,1,13,9,1,0,0,1,1,0,2,36
17033,2,0,15,10,0,4,13,9,0,0,0,1,1,0,2,36
17034,2,0,15,8,0,1,13,9,0,0,0,1,1,0,2,36
17036,2,0,15,8,0,4,13,10,0,0,0,1,1,0,2,36
18001,2,0,13,11,1,1,4,13,0,1,0,1,1,0,0,36
18003,2,0,13,10,1,1,4,13,1,0,0,1,1,1,0,36
18007,2,0,13,10,1,1,4,13,0,1,0,1,1,1,0,36
18009,2,0,13,10,1,1,4,13,0,1,0,1,1,0,0,36
18010,2,0,13,11,1,4,11,13,1,1,0,1,1,0,2,36
18012,2,0,13,11,1,1,4,13,0,0,0,1,1,0,1,36
18014,2,0,13,11,1,1,11,13,1,1,0,1,1,0,1,36
18016,2,0,13,10,1,1,13,13,1,1,0,1,1,0,1,36
18018,2,0,13,10,1,4,7,13,0,1,0,1,1,1,0,36
18020,2,0,13,10,1,4,7,13,0,0,0,1,1,0,0,36
18021,2,0,13,10,0,4,7,13,0,0,0,0,0,0,1,36
18023,2,0,13,10,0,4,7,13,1,0,0,1,1,0,0,36
18025,2,0,13,10,0,1,7,13,0,0,0,1,1,0,0,36
18027,2,0,13,10,1,1,4,13,1,1,0,1,1,1,0,36
18029,2,0,13,10,0,1,4,13,0,0,0,1,1,0,1,36
18031,2,0,13,10,0,1,4,13,1,0,0,1,1,1,1,36
18032,2,0,13,10,0,1,4,13,0,1,0,0,1,0,1,36
18034,2,0,13,11,0,4,8,11,1,1,0,0,0,0,1,36
18036,2,0,13,11,0,4,11,11,0,1,0,1,1,0,2,36
18038,2,0,13,11,1,4,11,13,0,1,0,1,1,1,1,36
18040,2,0,13,11,0,4,7,13,0,0,0,1,1,0,2,36
18042,2,0,13,11,1,1,4,13,1,1,0,1,1,0,1,36
18044,2,0,13,11,1,4,11,13,1,0,0,1,0,0,0,36
18045,2,0,13,11,1,1,4,13,0,0,1,1,0,1,3,36
19002,2,1,13,3,1,1,4,13,1,1,1,1,1,1,3,20
19005,2,1,3,12,1,1,4,13,0,0,1,1,0,1,4,20
19007,2,1,11,3,1,0,4,13,0,1,1,1,1,1,4,20
19009,2,1,13,3,1,1,4,13,0,1,0,1,1,1,4,20
19012,2,1,13,12,1,1,4,13,0,1,0,1,1,1,3,20
19014,2,1,13,3,1,1,4,13,1,1,1,1,1,1,4,20
19016,2,1,3,3,1,1,10,1,0,0,1,1,0,1,4,20
19019,2,1,3,12,1,1,4,13,0,1,0,1,1,1,3,20
19023,2,1,8,3,1,1,4,13,1,0,0,1,1,1,3,20
19026,2,1,3,3,1,1,4,13,0,1,1,1,1,1,4,20
19028,2,1,3,3,1,1,4,13,1,1,1,1,1,1,3,20
19030,2,1,3,3,1,1,4,13,0,0,1,1,1,1,4,20
19033,2,1,3,3,1,2,5,13,0,1,1,1,0,1,4,20
19035,2,1,3,3,1,1,4,13,0,1,1,1,1,1,4,20
19037,2,1,3,3,1,1,4,13,0,0,1,0,1,1,4,20
19039,2,1,5,3,1,1,9,13,1,1,1,1,1,1,4,20
19042,2,1,5,2,1,1,5,13,1,1,1,1,0,1,3,20
19044,2,1,3,2,1,1,5,13,0,1,1,1,0,1,4,20
19046,2,1,3,2,1,1,4,13,0,0,0,1,1,1,3,20
19049,2,1,3,3,1,1,4,13,0,1,1,1,1,1,3,20
19051,2,1,3,2,1,1,12,13,1,1,1,1,1,1,4,20
19053,2,1,3,3,1,1,5,13,0,1,1,1,1,1,3,20
19056,2,1,3,2,1,1,5,13,0,0,1,1,1,1,4,20
19058,2,1,3,10,1,2,5,13,0,1,1,1,1,1,3,20
20003,2,1,13,10,1,2,4,13,0,1,0,1,0,1,4,20
20007,2,1,13,10,1,1,4,13,0,1,0,1,1,1,1,20
20010,2,1,11,6,1,1,4,13,0,0,0,1,0,1,4,20
20014,2,1,13,10,1,1,4,13,0,1,0,1,0,1,4,20
20017,2,1,8,10,0,1,4,13,1,1,0,1,0,0,0,20
20020,2,1,3,12,1,1,4,13,0,1,1,1,1,1,3,20
20024,2,1,13,12,0,1,4,13,0,0,0,1,0,0,1,20
20027,2,1,8,10,0,1,4,13,0,0,0,1,0,0,0,20
20031,2,1,13,10,1,1,4,13,0,0,0,1,0,1,0,20
20034,2,1,13,12,0,4,4,13,0,0,0,1,0,0,0,20
20037,2,1,3,10,0,1,4,13,0,0,0,1,0,0,1,20
20041,2,1,13,10,1,1,4,13,1,0,0,1,0,1,3,20
20044,2,1,13,10,1,1,4,13,0,0,0,1,0,0,3,20
20048,2,1,13,12,1,1,4,13,0,1,0,1,0,0,3,20
20051,2,1,13,12,0,1,4,13,0,0,0,1,0,0,0,20
20054,2,1,13,12,0,1,4,13,0,1,0,1,1,0,0,20
20058,2,1,7,10,1,1,4,13,0,1,0,1,1,1,3,20
20061,2,1,0,2,1,1,3,13,0,1,1,1,0,1,4,20
20065,2,1,13,10,1,1,4,13,1,1,0,1,1,0,3,20
20068,2,1,13,12,1,1,4,13,1,1,0,1,0,1,4,20
20071,2,1,13,10,1,4,5,13,1,0,0,1,0,0,1,20
20075,2,1,13,12,1,4,4,13,0,0,0,1,0,1,3,20
20078,2,1,13,10,1,1,5,13,0,1,0,1,0,0,0,20
20082,2,1,13,10,1,1,4,2,0,0,0,1,0,1,3,20
20085,2,1,7,10,1,1,5,13,0,1,0,1,1,0,0,20
21001,2,0,13,11,1,1,13,13,0,1,0,1,1,0,1,20
21003,2,0,13,11,1,1,13,12,0,0,0,1,1,0,2,20
21005,2,0,13,10,1,1,13,13,0,1,0,1,1,0,1,20
21007,2,0,13,10,1,1,4,13,1,0,0,1,1,0,1,20
21010,2,0,13,11,1,1,13,13,0,1,0,1,1,0,1,20
21012,2,0,13,11,1,4,13,13,0,1,0,1,1,0,2,20
21014,2,0,13,10,1,4,13,12,0,0,0,1,1,0,2,20
21016,2,0,13,10,1,4,13,13,0,0,0,0,1,0,1,20
21019,2,0,13,11,1,4,4,13,0,1,0,1,1,0,0,20
21021,2,0,13,11,1,4,4,13,1,0,0,1,1,0,1,20
21023,2,0,13,11,1,4,13,11,1,0,0,1,1,0,1,20
21026,2,0,13,11,1,4,13,13,0,1,0,1,1,0,2,20
21030,2,0,13,11,1,4,4,13,0,0,0,1,1,0,1,20
21032,2,0,13,11,1,4,13,13,0,1,0,1,1,0,0,20
21035,2,0,13,11,1,4,4,13,0,1,0,1,1,0,1,20
21037,2,0,13,11,1,4,13,13,0,1,0,1,1,0,2,20
21039,2,0,13,11,1,4,13,13,0,1,0,1,1,0,2,20
21042,2,0,13,11,1,4,13,13,0,0,0,1,1,0,2,20
21044,2,0,13,8,1,4,13,13,0,0,0,1,1,0,2,20
21046,2,0,13,11,1,4,13,13,1,1,0,1,1,0,2,20
21048,2,0,13,11,1,4,13,13,0,1,0,1,1,0,1,20
21051,2,0,13,8,1,4,13,13,0,0,0,1,1,0,1,20
21053,2,0,13,11,1,4,13,13,0,1,0,1,1,0,1,20
21055,2,0,13,12,1,4,13,13,1,0,0,1,1,0,1,20
22001,2,0,15,11,0,1,13,13,0,1,0,1,1,0,1,20
22005,2,0,15,11,0,4,13,13,0,0,0,1,1,0,1,20
22008,2,0,13,11,0,4,13,13,1,0,0,1,1,1,1,20
22012,2,0,13,10,0,4,13,12,0,0,0,1,1,0,2,20
22016,2,0,7,10,0,4,13,13,0,0,0,1,1,0,2,20
22023,2,0,13,10,0,4,13,13,0,0,0,1,1,0,2,20
22027,2,0,13,10,0,4,13,12,0,0,0,1,1,0,1,20
22030,2,0,7,11,0,4,13,13,0,0,0,1,1,0,2,20
22034,2,0,13,11,0,4,13,11,0,0,0,1,1,0,2,20
22038,2,0,7,11,0,4,4,13,0,1,0,1,1,0,0,20
22041,2,0,7,11,0,4,4,13,1,0,0,1,1,0,2,20
22045,2,0,7,11,0,4,13,11,1,0,0,1,1,0,2,20
22048,2,0,13,11,0,1,4,13,1,1,0,1,1,0,0,20
22052,2,0,7,11,0,4,13,11,0,0,0,1,1,0,2,20
22056,2,0,7,11,0,4,13,11,1,0,0,1,1,0,1,20
22059,2,0,15,12,0,4,13,7,0,0,0,1,1,0,1,20
22063,2,0,13,8,0,4,13,10,0,0,0,1,1,0,2,20
22067,2,0,15,12,0,4,13,13,0,0,0,1,1,0,1,20
22070,2,0,15,8,0,4,13,10,0,0,0,1,1,0,2,20
22074,2,0,13,11,0,4,0,13,0,1,0,1,1,0,2,20
22078,2,0,13,11,0,4,13,13,0,1,0,1,1,0,1,20
22081,2,0,7,8,0,4,13,10,0,0,0,1,1,0,2,20
22085,2,0,13,8,0,4,13,10,0,1,0,1,1,0,1,20
22089,2,0,15,10,0,4,13,13,0,0,0,1,0,0,1,20
23002,2,0,8,10,0,1,13,13,1,1,0,1,1,0,1,20
23005,2,0,8,11,0,1,13,13,0,0,0,1,1,0,2,20
23009,2,0,8,10,0,1,13,13,1,1,0,1,1,0,1,20
23012,2,0,8,10,0,0,13,13,0,0,0,1,1,0,1,20
23016,2,0,8,10,0,1,13,6,1,1,0,1,1,0,2,20
23019,2,0,8,11,0,4,13,6,1,0,0,1,1,0,2,20
23023,2,0,8,11,0,4,13,6,1,0,0,1,1,0,2,20
23026,2,0,13,11,0,1,4,13,0,0,0,1,1,0,1,20
23029,2,0,13,11,0,4,13,11,0,0,0,1,1,0,1,20
23033,2,0,13,11,0,4,13,11,0,0,0,1,1,0,2,20
23036,2,0,13,11,0,4,13,11,1,0,0,1,1,0,1,20
23040,2,0,13,11,0,4,13,11,1,1,0,1,1,0,2,20
23043,2,0,13,1,0,1,4,13,0,0,0,1,1,0,1,20
23047,2,0,13,11,0,4,13,11,0,0,0,1,1,0,2,20
23050,2,0,13,11,0,1,4,13,0,0,0,1,1,0,1,20
23053,2,0,13,11,0,4,13,11,0,0,0,1,1,0,2,20
23057,2,0,13,11,0,4,13,13,1,0,0,1,1,0,2,20
23060,2,0,13,11,0,4,13,13,0,0,0,0,1,0,2,20
23064,2,0,13,11,0,4,13,13,0,1,0,1,1,1,1,20
23067,2,0,13,11,0,4,13,13,1,0,0,1,1,0,2,20
23071,2,0,13,10,0,4,13,13,1,1,0,1,1,0,2,20
23074,2,0,13,9,0,4,13,9,0,0,0,1,1,0,1,20
23078,2,0,13,11,0,4,13,13,1,1,0,1,1,1,1,20
23081,2,0,13,11,0,4,13,13,1,1,0,1,1,1,1,20
23084,2,0,13,12,0,4,13,13,0,0,0,1,1,0,1,20
24001,2,0,15,8,0,4,13,12,0,0,0,1,1,0,2,20
24004,2,0,15,11,0,4,13,13,0,0,0,1,1,0,2,20
24006,2,0,15,8,0,4,13,12,0,0,0,1,1,0,1,20
24009,2,0,15,8,0,1,4,13,0,1,0,1,1,0,1,20
24012,2,0,15,8,0,4,13,12,0,0,0,1,1,0,2,20
24015,2,0,15,11,0,4,13,12,1,0,0,1,1,0,2,20
24018,2,0,15,8,0,4,13,13,0,1,0,1,1,0,2,20
24021,2,0,15,8,0,4,13,11,0,0,0,1,1,0,2,20
24023,2,0,7,11,0,4,13,11,0,0,0,1,1,0,2,20
24026,2,0,7,11,0,4,13,11,0,0,0,1,1,0,1,20
24029,2,0,7,11,0,4,13,11,0,1,0,1,1,0,2,20
24032,2,0,7,11,0,4,13,11,0,1,0,1,1,0,2,20
24035,2,0,7,11,0,4,13,11,0,0,0,1,0,0,1,20
24038,2,0,7,11,0,4,13,11,0,0,0,1,1,0,2,20
24040,2,0,13,11,0,4,13,11,0,0,0,1,1,0,2,20
24043,2,0,7,11,0,4,13,11,0,0,0,0,1,0,2,20
24046,2,0,15,8,0,4,13,10,0,0,0,1,1,0,2,20
24049,2,0,15,8,0,4,2,10,0,0,0,1,1,0,2,20
24052,2,0,15,8,0,4,2,10,0,0,0,1,1,0,2,20
24055,2,0,15,8,0,4,2,10,0,0,0,1,1,0,2,20
24058,2,0,15,8,0,4,2,10,1,0,0,1,1,0,2,20
24060,2,0,15,8,0,4,2,10,0,0,0,1,1,0,2,20
24063,2,0,15,8,0,4,2,10,0,1,0,1,1,0,2,20
24066,2,0,15,8,0,4,13,13,0,0,0,1,1,0,2,20
24069,2,0,15,8,0,4,14,8,0,0,0,1,1,0,1,20
25002,2,0,13,8,0,1,13,13,0,0,0,1,1,0,1,20
25005,2,0,13,0,0,4,13,13,0,0,0,1,1,0,2,20
25009,2,0,13,11,0,4,0,13,0,0,0,1,1,0,2,20
25013,2,0,13,10,0,1,4,13,0,0,0,1,1,0,1,20
25017,2,0,13,10,0,1,13,13,1,0,0,1,1,0,1,20
25021,2,0,13,11,0,1,4,13,0,1,0,1,1,0,0,20
25025,2,0,15,8,0,4,13,10,0,0,0,1,1,0,2,20
25029,2,0,13,8,0,1,4,13,0,0,0,1,1,0,1,20
25033,2,0,13,11,0,4,13,13,0,0,0,1,1,0,2,20
25037,2,0,13,11,0,4,13,13,0,0,0,1,1,0,1,20
25041,2,0,13,11,0,4,13,11,0,0,0,1,1,0,2,20
25045,2,0,13,11,0,4,13,13,0,0,0,1,1,0,2,20
25049,2,0,8,11,1,1,4,13,0,0,0,1,1,0,1,20
25052,2,0,8,11,0,1,4,13,1,1,0,1,1,0,0,20
25056,2,0,13,11,0,1,4,13,0,0,1,1,1,0,1,20
25060,2,0,7,11,0,4,4,11,0,0,0,1,1,0,2,20
25064,2,0,8,8,0,4,13,13,0,0,0,1,1,0,2,20
25068,2,0,15,11,0,4,13,13,1,0,0,1,1,0,2,20
25072,2,0,8,8,0,4,13,13,0,0,0,1,1,0,2,20
25076,2,0,8,8,0,4,13,10,0,0,0,1,1,0,2,20
25080,2,0,8,8,0,4,13,10,0,0,0,1,1,0,1,20
25084,2,0,8,11,0,4,13,13,0,0,0,1,1,0,2,20
25088,2,0,8,11,0,4,2,10,0,1,0,1,1,0,2,20
25092,2,0,8,8,0,4,13,10,0,0,0,1,1,0,1,20
25096,2,0,13,12,0,4,13,13,0,0,0,1,1,0,1,20
26001,2,0,13,10,0,1,4,13,1,0,0,1,1,0,1,20
26005,2,0,13,10,0,1,4,13,1,0,0,1,1,0,1,20
26009,2,0,13,11,0,4,13,6,0,0,0,1,1,0,2,20
26014,2,0,15,8,0,4,0,10,0,0,0,1,1,0,2,20
26018,2,0,15,10,0,1,13,9,0,0,0,1,1,0,2,20
26022,2,0,15,8,0,4,13,10,1,0,0,1,1,0,2,20
26026,2,0,15,10,0,0,13,12,1,0,0,0,1,0,2,20
26030,2,0,15,10,0,0,4,13,1,1,0,1,1,0,1,20
26035,2,0,13,12,0,4,13,13,1,0,0,1,1,0,2,20
26039,2,0,13,12,0,4,13,7,0,0,0,1,1,0,1,20
26043,2,0,13,11,0,4,13,11,1,1,0,1,1,0,2,20
26047,2,0,13,11,0,4,13,11,1,1,0,1,1,0,2,20
26051,2,0,13,11,0,4,13,8,0,0,0,1,0,0,1,20
26056,2,0,13,11,0,4,13,11,0,0,0,1,1,0,1,20
26060,2,0,13,11,0,8,13,11,1,0,0,1,1,0,2,20
26064,2,0,13,11,0,4,13,8,0,0,0,1,1,0,2,20
26068,2,0,15,8,0,4,13,13,1,0,0,1,1,0,2,20
26072,2,0,15,8,0,4,13,10,0,1,0,1,1,0,2,20
26077,2,0,15,8,0,4,13,13,1,1,0,1,1,0,2,20
26085,2,0,15,8,0,4,13,10,1,1,0,1,1,0,2,20
26089,2,0,15,11,0,4,13,10,1,0,0,1,1,0,2,20
26093,2,0,15,8,0,4,13,10,0,0,0,1,1,0,2,20
26098,2,0,15,8,0,4,13,10,0,0,0,1,1,0,2,20
26102,2,0,15,12,0,4,13,7,1,0,0,1,1,0,2,20
27001,2,0,7,12,0,1,13,13,0,0,0,1,1,0,0,20
27002,2,0,15,8,0,4,13,13,0,0,0,1,1,0,1,20
27005,2,0,7,12,0,4,13,9,0,0,0,1,1,0,1,20
27007,2,0,15,12,0,4,7,13,0,0,0,1,1,0,2,20
27012,2,0,15,12,0,1,13,10,1,1,0,1,1,0,1,20
27014,2,0,7,12,0,1,0,13,0,1,0,1,1,0,2,20
27016,2,0,15,12,0,1,13,13,0,1,0,1,1,0,2,20
27018,2,0,15,12,0,4,13,13,1,1,0,1,1,0,2,20
27020,2,0,7,12,0,4,13,11,1,0,0,1,1,0,2,20
27022,2,0,15,12,0,4,13,13,0,0,0,1,1,0,2,20
27024,2,0,7,12,0,4,13,11,0,0,0,1,1,0,1,20
27026,2,0,15,12,0,4,13,13,0,1,0,1,1,0,1,20
27029,2,0,7,12,0,4,13,11,0,0,0,1,1,0,1,20
27031,2,0,15,12,0,4,13,11,0,0,0,1,1,0,1,20
27033,2,0,15,12,0,4,13,11,0,0,0,1,1,0,2,20
27035,2,0,15,11,0,4,13,13,0,0,0,1,1,0,1,20
27037,2,0,15,11,0,4,13,13,0,0,0,1,1,0,1,20
27039,2,0,15,8,0,4,13,13,0,0,0,1,1,0,2,20
27041,2,0,15,11,0,4,13,13,0,0,0,1,1,1,1,20
27043,2,0,15,11,0,4,13,13,0,0,0,1,1,0,1,20
27046,2,0,15,11,0,4,13,13,0,0,0,1,1,0,1,20
27048,2,0,15,11,0,4,13,13,0,0,0,1,1,0,1,20
27050,2,0,15,11,0,4,13,13,0,0,0,1,1,0,1,20
27052,2,0,15,12,0,4,13,13,0,1,0,1,1,0,2,20
28002,2,1,3,10,1,1,4,13,1,0,0,1,1,0,1,17
28003,2,1,5,10,1,1,4,13,0,1,0,1,1,0,3,17
28004,2,1,8,11,1,1,4,13,1,1,0,1,1,1,0,17
28005,2,1,3,3,1,4,6,13,1,1,0,1,1,0,2,17
28007,2,1,3,3,1,4,4,9,0,0,0,1,1,0,0,17
28008,2,1,3,4,1,4,6,13,0,0,0,1,0,0,0,17
28009,2,1,3,11,0,4,4,13,1,0,0,1,1,0,1,17
28011,2,1,3,10,1,1,13,13,0,1,0,1,1,0,0,17
28012,2,1,8,11,0,4,0,13,0,0,0,1,1,0,1,17
28013,2,1,3,10,0,1,13,13,0,0,0,1,1,0,2,17
28014,2,1,3,10,1,1,13,13,1,0,0,1,1,0,0,17
28016,2,1,4,10,1,1,13,13,0,1,0,1,1,1,1,17
28017,2,1,4,10,1,1,13,13,0,1,0,1,1,1,2,17
28018,2,1,4,10,1,1,13,13,0,0,0,1,1,0,0,17
28020,2,1,4,10,1,1,4,13,0,0,0,1,1,0,3,17
28021,2,1,4,10,1,1,4,13,0,1,0,1,1,0,0,17
28022,2,1,5,10,1,1,4,13,0,1,1,1,1,1,0,17
28023,2,1,5,11,1,1,4,13,0,0,0,1,1,0,0,17
28025,2,1,3,11,1,1,0,8,0,1,0,1,1,1,2,17
28026,2,1,3,10,1,1,5,13,0,0,0,0,0,0,0,17
28027,2,1,5,10,0,1,4,13,0,0,0,1,1,0,0,17
28028,2,1,3,8,1,1,4,13,0,0,0,0,1,0,1,17
28030,2,1,11,3,1,1,4,13,0,0,1,1,1,1,4,17
28031,2,1,3,10,1,1,13,13,0,0,0,1,1,0,2,17
28032,2,1,3,11,1,4,13,13,0,0,0,1,1,0,0,17
29002,2,1,4,10,1,1,4,13,0,1,0,1,1,0,3,17
29004,2,1,13,10,1,1,4,13,0,0,0,1,0,0,0,17
29006,2,1,8,10,1,1,4,13,0,0,0,1,0,0,2,17
29009,2,1,8,10,0,1,4,13,0,0,0,1,1,1,0,17
29011,2,1,13,10,1,1,4,13,0,1,0,1,0,0,1,17
29013,2,1,8,10,0,1,4,13,0,0,0,1,1,1,3,17
29016,2,1,13,10,1,1,4,13,0,1,0,1,1,0,0,17
29018,2,1,13,10,1,1,4,13,0,0,0,1,1,0,0,17
29020,2,1,13,10,1,1,4,13,0,0,0,1,0,1,4,17
29023,2,1,4,11,0,1,4,13,0,0,0,1,1,0,0,17
29025,2,1,8,11,1,1,4,13,0,1,0,1,1,0,0,17
29027,2,1,7,10,1,1,4,13,0,1,0,1,1,1,3,17
29030,2,1,13,10,1,1,4,13,0,0,0,1,1,0,0,17
29032,2,1,8,10,0,1,4,13,0,0,0,1,1,1,0,17
29034,2,1,11,12,1,0,4,13,0,0,1,1,1,1,4,17
29037,2,1,13,10,1,1,4,13,0,0,0,1,0,0,3,17
29039,2,1,8,11,1,1,13,13,0,0,0,1,0,0,1,17
29041,2,1,13,4,1,1,4,13,0,0,1,1,0,1,3,17
29044,2,1,13,11,1,1,4,13,0,1,0,1,1,1,3,17
29046,2,1,13,10,1,1,4,13,0,0,0,1,0,0,0,17
29048,2,1,13,10,0,1,4,13,0,1,0,1,1,0,1,17
29051,2,1,5,10,1,1,4,13,0,0,0,1,1,0,3,17
29053,2,1,5,10,1,1,4,13,0,0,0,1,0,0,3,17
29055,2,1,13,10,1,1,4,13,0,1,0,1,1,1,3,17
29058,2,1,3,2,1,1,4,13,1,0,1,1,1,1,4,17
30002,2,0,8,11,1,4,13,10,0,0,0,1,1,0,1,17
30004,2,0,3,11,1,4,13,13,1,1,0,1,1,0,1,17
30006,2,0,13,10,1,4,13,13,1,0,0,1,1,0,1,17
30008,2,0,8,11,1,1,13,13,1,1,0,1,1,1,1,17
30010,2,0,13,11,1,1,4,13,1,1,0,1,1,0,0,17
30012,2,0,5,10,1,1,4,13,1,1,0,1,1,1,3,17
30014,2,0,3,10,1,1,4,13,0,0,0,0,1,0,1,17
30016,2,0,3,10,1,4,4,13,0,0,0,1,1,0,0,17
30018,2,0,8,11,1,4,13,13,0,0,0,1,1,0,1,17
30020,2,0,3,10,1,4,4,13,0,0,0,0,1,0,1,17
30022,2,0,3,10,1,4,4,13,0,0,0,1,1,0,2,17
30023,2,0,5,10,1,4,4,13,0,1,0,1,1,0,0,17
30025,2,0,8,11,1,1,13,11,0,1,0,1,1,1,0,17
30027,2,0,4,11,1,4,13,13,0,1,0,1,1,0,0,17
30029,2,0,13,10,1,1,4,13,0,1,0,1,1,0,0,17
30031,2,0,3,10,1,4,4,13,1,0,0,1,1,0,0,17
30033,2,0,5,11,1,4,13,13,0,1,0,1,1,0,1,17
30035,2,0,13,10,1,1,4,13,1,1,0,1,1,0,0,17
30037,2,0,3,10,1,1,4,13,1,0,0,1,1,0,1,17
30039,2,0,4,11,1,4,13,13,1,1,0,1,1,0,1,17
30041,2,0,13,11,1,0,0,13,1,1,0,1,1,0,0,17
30043,2,0,8,11,1,4,13,13,0,0,0,1,0,0,0,17
30045,2,0,5,10,1,1,4,13,1,0,0,1,1,0,3,17
30046,2,0,3,10,1,4,4,13,1,0,0,1,0,0,1,17
30048,2,0,13,10,1,0,0,11,0,0,0,1,1,0,0,17
31002,2,0,13,11,0,4,13,10,0,1,0,1,1,0,2,17
31004,2,0,13,11,0,4,13,10,0,0,0,1,1,0,2,17
31006,2,0,13,11,0,4,13,4,0,1,0,1,1,0,2,17
31008,2,0,13,11,0,4,13,10,0,0,0,1,1,0,1,17
31010,2,0,13,10,0,4,13,10,0,0,0,1,1,0,2,17
31012,2,0,13,11,0,4,13,10,0,0,0,1,1,0,1,17
31013,2,0,13,8,0,4,0,6,0,0,0,1,0,0,1,17
31015,2,0,8,11,0,4,13,10,0,0,0,1,1,0,2,17
31017,2,0,13,8,0,4,0,6,0,1,0,1,1,0,2,17
31019,2,0,13,8,0,4,0,6,0,0,0,1,1,0,2,17
31021,2,0,8,11,0,4,13,10,0,0,0,1,1,0,1,17
31023,2,0,13,8,0,0,0,6,0,1,0,1,1,0,2,17
31025,2,0,8,11,0,4,13,10,0,1,0,1,1,0,2,17
31027,2,0,13,8,0,0,0,6,0,1,0,1,1,0,2,17
31029,2,0,8,11,0,4,2,10,0,0,0,1,0,0,1,17
31031,2,0,8,11,0,4,2,10,0,0,0,1,1,0,2,17
31033,2,0,13,8,0,4,2,10,0,0,0,1,1,0,2,17
31035,2,0,13,8,0,4,2,10,0,1,0,1,0,0,1,17
31037,2,0,13,8,0,5,2,10,1,0,0,1,1,0,2,17
31039,2,0,13,8,0,4,2,10,1,0,0,1,1,0,2,17
31041,2,0,8,11,0,4,2,10,0,0,0,1,1,0,1,17
31043,2,0,13,8,0,4,2,10,0,0,0,1,1,0,2,17
31045,2,0,13,8,0,4,2,10,1,1,0,1,1,0,2,17
31046,2,0,8,11,0,4,13,10,1,0,0,1,1,0,2,17
31048,2,0,13,8,0,4,2,10,0,0,0,1,1,0,2,17
32002,2,0,13,10,0,4,13,10,0,0,0,1,1,0,2,17
32004,2,0,13,11,0,4,13,10,0,0,0,1,1,0,2,17
32006,2,0,13,10,0,4,13,13,0,0,0,1,1,0,2,17
32008,2,0,13,10,0,4,13,10,0,0,0,1,1,0,2,17
32010,2,0,13,11,0,4,13,10,0,0,0,1,1,0,2,17
32012,2,0,13,8,0,4,13,13,0,0,0,1,1,0,1,17
32014,2,0,13,10,0,0,0,6,0,0,0,1,1,0,1,17
32016,2,0,8,11,0,4,0,6,0,1,0,1,1,0,2,17
32018,2,0,13,10,0,4,0,6,0,1,0,1,1,0,2,17
32020,2,0,8,11,0,4,2,10,0,0,0,1,1,0,2,17
32021,2,0,8,11,0,4,13,10,0,1,0,1,1,0,2,17
32023,2,0,13,11,0,4,0,6,0,0,0,1,1,0,2,17
32025,2,0,13,10,0,0,0,6,0,0,0,1,1,0,1,17
32027,2,0,8,11,0,4,0,6,0,0,0,1,1,0,2,17
32029,2,0,3,10,0,4,14,6,0,1,0,1,1,0,2,17
32031,2,0,3,10,0,4,14,10,0,0,0,1,1,0,2,17
32033,2,0,8,11,0,4,2,10,0,0,0,1,1,0,2,17
32035,2,0,8,11,0,4,2,10,0,0,0,1,1,0,2,17
32037,2,0,3,10,0,4,14,10,0,0,0,1,1,0,2,17
32039,2,0,3,10,0,4,14,10,0,1,0,1,1,0,2,17
32041,2,0,3,10,0,4,14,6,0,0,0,1,1,0,2,17
32043,2,0,3,11,0,4,13,13,0,0,0,1,1,0,2,17
32045,2,0,3,10,0,4,14,6,1,0,0,1,1,0,2,17
32046,2,0,3,10,0,4,14,6,0,0,0,1,1,0,2,17
32048,2,0,3,10,0,4,14,10,0,0,0,1,1,0,2,17
33001,2,0,3,11,0,4,13,13,0,0,0,1,1,1,1,17
